uid,Produktbereich,Produktbereich Langfassung,Produktgruppe,Produktteilhaushalt,Produktteilhaushalt Langfassung,VwV-ID,VwV-Doppik Langfassung,amount,time,direction
3690-6401213,36,"Kinder-, Jugend- und Familienhilfe",3690,3690640,"Unterhaltsvorschussleistungen",15,"Transferaufwendungen",950000,2012,Aufwendung
3690-6401214,36,"Kinder-, Jugend- und Familienhilfe",3690,3690640,"Unterhaltsvorschussleistungen",16,"Sonstige ordentliche Aufwendungen",6029,2012,Aufwendung
3690-6401215,36,"Kinder-, Jugend- und Familienhilfe",3690,3690640,"Unterhaltsvorschussleistungen",18,"interne Leistungen",35867,2012,Ertrag
3690-6401215,36,"Kinder-, Jugend- und Familienhilfe",3690,3690640,"Unterhaltsvorschussleistungen",19,"Kalkulatorische Kosten",785,2012,Aufwendung
4110-2101216,41,"Gesundheitsdienste",4110,4110210,"Krankenhäuser",06,"Kostenerstattungen und Kostenumlagen",50000,2012,Ertrag
4110-2101217,41,"Gesundheitsdienste",4110,4110210,"Krankenhäuser",10,"Personalaufwendungen",0,2012,Aufwendung
4110-2101218,41,"Gesundheitsdienste",4110,4110210,"Krankenhäuser",11,"Versorgungsaufwendungen",50000,2012,Aufwendung
4110-2101219,41,"Gesundheitsdienste",4110,4110210,"Krankenhäuser",13,"Bilanzielle Abschreibungen",1700,2012,Aufwendung
4110-2101220,41,"Gesundheitsdienste",4110,4110210,"Krankenhäuser",16,"Sonstige ordentliche Aufwendungen",210000,2012,Aufwendung
4110-2101221,41,"Gesundheitsdienste",4110,4110210,"Krankenhäuser",18,"interne Leistungen",4503,2012,Ertrag
4110-2101221,41,"Gesundheitsdienste",4110,4110210,"Krankenhäuser",19,"Kalkulatorische Kosten",200,2012,Aufwendung
4140-6201222,41,"Gesundheitsdienste",4140,4140620,"sozialmed./-psychiatr. Beratung",15,"Transferaufwendungen",74900,2012,Aufwendung
4140-6201223,41,"Gesundheitsdienste",4140,4140620,"sozialmed./-psychiatr. Beratung",16,"Sonstige ordentliche Aufwendungen",0,2012,Aufwendung
4140-6201224,41,"Gesundheitsdienste",4140,4140620,"sozialmed./-psychiatr. Beratung",18,"interne Leistungen",1288,2012,Ertrag
4210-6101224,42,"Sport und Baeder",4210,4210610,"Förderung des Sports",05,"Privatrechtliche Leistungsentgelte",1000,2012,Ertrag
4210-6101225,42,"Sport und Baeder",4210,4210610,"Förderung des Sports",06,"Kostenerstattungen und Kostenumlagen",301,2012,Ertrag
4210-6101226,42,"Sport und Baeder",4210,4210610,"Förderung des Sports",09,"Sonstige ordentliche Erträge",0,2012,Ertrag
4210-6101227,42,"Sport und Baeder",4210,4210610,"Förderung des Sports",10,"Personalaufwendungen",162285,2012,Aufwendung
4210-6101228,42,"Sport und Baeder",4210,4210610,"Förderung des Sports",11,"Versorgungsaufwendungen",0,2012,Aufwendung
4210-6101229,42,"Sport und Baeder",4210,4210610,"Förderung des Sports",12,"Aufw. für Sach-/Dienstleistungen",83914,2012,Aufwendung
4210-6101230,42,"Sport und Baeder",4210,4210610,"Förderung des Sports",13,"Bilanzielle Abschreibungen",220226,2012,Aufwendung
4210-6101231,42,"Sport und Baeder",4210,4210610,"Förderung des Sports",15,"Transferaufwendungen",1988700,2012,Aufwendung
4210-6101232,42,"Sport und Baeder",4210,4210610,"Förderung des Sports",16,"Sonstige ordentliche Aufwendungen",3915,2012,Aufwendung
4210-6101233,42,"Sport und Baeder",4210,4210610,"Förderung des Sports",18,"interne Leistungen",113714,2012,Ertrag
4210-6101233,42,"Sport und Baeder",4210,4210610,"Förderung des Sports",19,"Kalkulatorische Kosten",114912,2012,Aufwendung
4240-6101234,42,"Sport und Baeder",4240,4240610,"Eislaufanl. / Donauerlebnisbad /-freibad",04,"Öffentl.-rechtl. Leistungsentgelte",110000,2012,Ertrag
4240-6101235,42,"Sport und Baeder",4240,4240610,"Eislaufanl. / Donauerlebnisbad /-freibad",05,"Privatrechtliche Leistungsentgelte",239200,2012,Ertrag
4240-6101236,42,"Sport und Baeder",4240,4240610,"Eislaufanl. / Donauerlebnisbad /-freibad",06,"Kostenerstattungen und Kostenumlagen",330265,2012,Ertrag
4240-6101237,42,"Sport und Baeder",4240,4240610,"Eislaufanl. / Donauerlebnisbad /-freibad",07,"Zinsen, Darlehensrückfl.u.ä. Erträge",0,2012,Ertrag
4240-6101238,42,"Sport und Baeder",4240,4240610,"Eislaufanl. / Donauerlebnisbad /-freibad",09,"Sonstige ordentliche Erträge",170000,2012,Ertrag
4240-6101239,42,"Sport und Baeder",4240,4240610,"Eislaufanl. / Donauerlebnisbad /-freibad",10,"Personalaufwendungen",131396,2012,Aufwendung
4240-6101240,42,"Sport und Baeder",4240,4240610,"Eislaufanl. / Donauerlebnisbad /-freibad",11,"Versorgungsaufwendungen",0,2012,Aufwendung
4240-6101241,42,"Sport und Baeder",4240,4240610,"Eislaufanl. / Donauerlebnisbad /-freibad",12,"Aufw. für Sach-/Dienstleistungen",202684,2012,Aufwendung
4240-6101242,42,"Sport und Baeder",4240,4240610,"Eislaufanl. / Donauerlebnisbad /-freibad",13,"Bilanzielle Abschreibungen",549609,2012,Aufwendung
4240-6101243,42,"Sport und Baeder",4240,4240610,"Eislaufanl. / Donauerlebnisbad /-freibad",15,"Transferaufwendungen",1376000,2012,Aufwendung
4240-6101244,42,"Sport und Baeder",4240,4240610,"Eislaufanl. / Donauerlebnisbad /-freibad",16,"Sonstige ordentliche Aufwendungen",41810,2012,Aufwendung
4240-6101245,42,"Sport und Baeder",4240,4240610,"Eislaufanl. / Donauerlebnisbad /-freibad",18,"interne Leistungen",67070,2012,Ertrag
4240-6101245,42,"Sport und Baeder",4240,4240610,"Eislaufanl. / Donauerlebnisbad /-freibad",19,"Kalkulatorische Kosten",866252,2012,Aufwendung
4240-6101246,42,"Sport und Baeder",4240,4240610,"Eislaufanl. / Donauerlebnisbad /-freibad",20,"Kalk. Ergebnisvortrag aus d.Vorjahr",0,2012,Aufwendung
4240-6111247,42,"Sport und Baeder",4240,4240611,"Westbad / Sonstige Hallenbäder",04,"Öffentl.-rechtl. Leistungsentgelte",331800,2012,Ertrag
4240-6111248,42,"Sport und Baeder",4240,4240611,"Westbad / Sonstige Hallenbäder",05,"Privatrechtliche Leistungsentgelte",10500,2012,Ertrag
4240-6111249,42,"Sport und Baeder",4240,4240611,"Westbad / Sonstige Hallenbäder",06,"Kostenerstattungen und Kostenumlagen",542,2012,Ertrag
4240-6111250,42,"Sport und Baeder",4240,4240611,"Westbad / Sonstige Hallenbäder",09,"Sonstige ordentliche Erträge",100,2012,Ertrag
4240-6111251,42,"Sport und Baeder",4240,4240611,"Westbad / Sonstige Hallenbäder",10,"Personalaufwendungen",481312,2012,Aufwendung
4240-6111252,42,"Sport und Baeder",4240,4240611,"Westbad / Sonstige Hallenbäder",11,"Versorgungsaufwendungen",0,2012,Aufwendung
4240-6111253,42,"Sport und Baeder",4240,4240611,"Westbad / Sonstige Hallenbäder",12,"Aufw. für Sach-/Dienstleistungen",85580,2012,Aufwendung
4240-6111254,42,"Sport und Baeder",4240,4240611,"Westbad / Sonstige Hallenbäder",13,"Bilanzielle Abschreibungen",5047,2012,Aufwendung
4240-6111255,42,"Sport und Baeder",4240,4240611,"Westbad / Sonstige Hallenbäder",16,"Sonstige ordentliche Aufwendungen",12070,2012,Aufwendung
4240-6111256,42,"Sport und Baeder",4240,4240611,"Westbad / Sonstige Hallenbäder",18,"interne Leistungen",788798,2012,Ertrag
4240-6111256,42,"Sport und Baeder",4240,4240611,"Westbad / Sonstige Hallenbäder",19,"Kalkulatorische Kosten",10022,2012,Aufwendung
4240-6111257,42,"Sport und Baeder",4240,4240611,"Westbad / Sonstige Hallenbäder",20,"Kalk. Ergebnisvortrag aus d.Vorjahr",0,2012,Aufwendung
4241-6101258,42,"Sport und Baeder",4241,4241610,"Donaustadion",02,"Zuwendungen und allgemeine Umlagen",700,2012,Ertrag
4241-6101259,42,"Sport und Baeder",4241,4241610,"Donaustadion",04,"Öffentl.-rechtl. Leistungsentgelte",45000,2012,Ertrag
4241-6101260,42,"Sport und Baeder",4241,4241610,"Donaustadion",05,"Privatrechtliche Leistungsentgelte",14400,2012,Ertrag
4241-6101261,42,"Sport und Baeder",4241,4241610,"Donaustadion",06,"Kostenerstattungen und Kostenumlagen",301,2012,Ertrag
4241-6101262,42,"Sport und Baeder",4241,4241610,"Donaustadion",09,"Sonstige ordentliche Erträge",0,2012,Ertrag
4241-6101263,42,"Sport und Baeder",4241,4241610,"Donaustadion",10,"Personalaufwendungen",31285,2012,Aufwendung
4241-6101264,42,"Sport und Baeder",4241,4241610,"Donaustadion",11,"Versorgungsaufwendungen",0,2012,Aufwendung
4241-6101265,42,"Sport und Baeder",4241,4241610,"Donaustadion",12,"Aufw. für Sach-/Dienstleistungen",18334,2012,Aufwendung
4241-6101266,42,"Sport und Baeder",4241,4241610,"Donaustadion",13,"Bilanzielle Abschreibungen",10726,2012,Aufwendung
4241-6101267,42,"Sport und Baeder",4241,4241610,"Donaustadion",16,"Sonstige ordentliche Aufwendungen",4806,2012,Aufwendung
4241-6101268,42,"Sport und Baeder",4241,4241610,"Donaustadion",18,"interne Leistungen",590490,2012,Ertrag
4241-6101268,42,"Sport und Baeder",4241,4241610,"Donaustadion",19,"Kalkulatorische Kosten",2712,2012,Aufwendung
4241-6111269,42,"Sport und Baeder",4241,4241611,"Sporthallen, Sportplätze",02,"Zuwendungen und allgemeine Umlagen",300,2012,Ertrag
4241-6111270,42,"Sport und Baeder",4241,4241611,"Sporthallen, Sportplätze",04,"Öffentl.-rechtl. Leistungsentgelte",134000,2012,Ertrag
4241-6111271,42,"Sport und Baeder",4241,4241611,"Sporthallen, Sportplätze",05,"Privatrechtliche Leistungsentgelte",12600,2012,Ertrag
4241-6111272,42,"Sport und Baeder",4241,4241611,"Sporthallen, Sportplätze",06,"Kostenerstattungen und Kostenumlagen",45602,2012,Ertrag
4241-6111273,42,"Sport und Baeder",4241,4241611,"Sporthallen, Sportplätze",09,"Sonstige ordentliche Erträge",0,2012,Ertrag
4241-6111274,42,"Sport und Baeder",4241,4241611,"Sporthallen, Sportplätze",10,"Personalaufwendungen",148570,2012,Aufwendung
4241-6111275,42,"Sport und Baeder",4241,4241611,"Sporthallen, Sportplätze",11,"Versorgungsaufwendungen",0,2012,Aufwendung
4241-6111276,42,"Sport und Baeder",4241,4241611,"Sporthallen, Sportplätze",12,"Aufw. für Sach-/Dienstleistungen",49969,2012,Aufwendung
4241-6111277,42,"Sport und Baeder",4241,4241611,"Sporthallen, Sportplätze",13,"Bilanzielle Abschreibungen",441252,2012,Aufwendung
4241-6111278,42,"Sport und Baeder",4241,4241611,"Sporthallen, Sportplätze",16,"Sonstige ordentliche Aufwendungen",8041,2012,Aufwendung
4241-6111279,42,"Sport und Baeder",4241,4241611,"Sporthallen, Sportplätze",18,"interne Leistungen",1615820,2012,Ertrag
4241-6111279,42,"Sport und Baeder",4241,4241611,"Sporthallen, Sportplätze",19,"Kalkulatorische Kosten",381425,2012,Aufwendung
4241-6111280,42,"Sport und Baeder",4241,4241611,"Sporthallen, Sportplätze",20,"Kalk. Ergebnisvortrag aus d.Vorjahr",0,2012,Aufwendung
5110-7401281,51,"Raeumliche Planung und Entwicklung",5110,5110740,"Umwelt- und Stadtplanung",02,"Zuwendungen und allgemeine Umlagen",60000,2012,Ertrag
5110-7401282,51,"Raeumliche Planung und Entwicklung",5110,5110740,"Umwelt- und Stadtplanung",04,"Öffentl.-rechtl. Leistungsentgelte",950,2012,Ertrag
5110-7401283,51,"Raeumliche Planung und Entwicklung",5110,5110740,"Umwelt- und Stadtplanung",05,"Privatrechtliche Leistungsentgelte",19062,2012,Ertrag
5110-7401284,51,"Raeumliche Planung und Entwicklung",5110,5110740,"Umwelt- und Stadtplanung",06,"Kostenerstattungen und Kostenumlagen",263115,2012,Ertrag
5110-7401285,51,"Raeumliche Planung und Entwicklung",5110,5110740,"Umwelt- und Stadtplanung",08,"Aktiv.Eigenleist., Bestandsveränd.",0,2012,Ertrag
5110-7401286,51,"Raeumliche Planung und Entwicklung",5110,5110740,"Umwelt- und Stadtplanung",10,"Personalaufwendungen",1067116,2012,Aufwendung
5110-7401287,51,"Raeumliche Planung und Entwicklung",5110,5110740,"Umwelt- und Stadtplanung",11,"Versorgungsaufwendungen",0,2012,Aufwendung
5110-7401288,51,"Raeumliche Planung und Entwicklung",5110,5110740,"Umwelt- und Stadtplanung",12,"Aufw. für Sach-/Dienstleistungen",639547,2012,Aufwendung
5110-7401289,51,"Raeumliche Planung und Entwicklung",5110,5110740,"Umwelt- und Stadtplanung",13,"Bilanzielle Abschreibungen",132770,2012,Aufwendung
5110-7401290,51,"Raeumliche Planung und Entwicklung",5110,5110740,"Umwelt- und Stadtplanung",15,"Transferaufwendungen",170000,2012,Aufwendung
5110-7401291,51,"Raeumliche Planung und Entwicklung",5110,5110740,"Umwelt- und Stadtplanung",16,"Sonstige ordentliche Aufwendungen",41005,2012,Aufwendung
5110-7401292,51,"Raeumliche Planung und Entwicklung",5110,5110740,"Umwelt- und Stadtplanung",18,"interne Leistungen",241727,2012,Ertrag
5110-7401292,51,"Raeumliche Planung und Entwicklung",5110,5110740,"Umwelt- und Stadtplanung",19,"Kalkulatorische Kosten",2252,2012,Aufwendung
5110-7401293,51,"Raeumliche Planung und Entwicklung",5110,5110740,"Umwelt- und Stadtplanung",20,"Kalk. Ergebnisvortrag aus d.Vorjahr",0,2012,Aufwendung
5111-7501294,51,"Raeumliche Planung und Entwicklung",5111,5111750,"Vermessung und Bodenordnung",04,"Öffentl.-rechtl. Leistungsentgelte",980000,2012,Ertrag
5111-7501295,51,"Raeumliche Planung und Entwicklung",5111,5111750,"Vermessung und Bodenordnung",05,"Privatrechtliche Leistungsentgelte",134000,2012,Ertrag
5111-7501296,51,"Raeumliche Planung und Entwicklung",5111,5111750,"Vermessung und Bodenordnung",06,"Kostenerstattungen und Kostenumlagen",17153,2012,Ertrag
5111-7501297,51,"Raeumliche Planung und Entwicklung",5111,5111750,"Vermessung und Bodenordnung",10,"Personalaufwendungen",1737899,2012,Aufwendung
5111-7501298,51,"Raeumliche Planung und Entwicklung",5111,5111750,"Vermessung und Bodenordnung",11,"Versorgungsaufwendungen",0,2012,Aufwendung
5111-7501299,51,"Raeumliche Planung und Entwicklung",5111,5111750,"Vermessung und Bodenordnung",12,"Aufw. für Sach-/Dienstleistungen",91112,2012,Aufwendung
5111-7501300,51,"Raeumliche Planung und Entwicklung",5111,5111750,"Vermessung und Bodenordnung",13,"Bilanzielle Abschreibungen",108113,2012,Aufwendung
5111-7501301,51,"Raeumliche Planung und Entwicklung",5111,5111750,"Vermessung und Bodenordnung",15,"Transferaufwendungen",0,2012,Aufwendung
5111-7501302,51,"Raeumliche Planung und Entwicklung",5111,5111750,"Vermessung und Bodenordnung",16,"Sonstige ordentliche Aufwendungen",77995,2012,Aufwendung
5111-7501303,51,"Raeumliche Planung und Entwicklung",5111,5111750,"Vermessung und Bodenordnung",18,"interne Leistungen",292667,2012,Ertrag
5111-7501303,51,"Raeumliche Planung und Entwicklung",5111,5111750,"Vermessung und Bodenordnung",19,"Kalkulatorische Kosten",25273,2012,Aufwendung
5111-7501304,51,"Raeumliche Planung und Entwicklung",5111,5111750,"Vermessung und Bodenordnung",20,"Kalk. Ergebnisvortrag aus d.Vorjahr",0,2012,Aufwendung
5210-7401305,52,"Bauen und Wohnen",5210,5210740,"Bauordnung",04,"Öffentl.-rechtl. Leistungsentgelte",2384100,2012,Ertrag
5210-7401306,52,"Bauen und Wohnen",5210,5210740,"Bauordnung",05,"Privatrechtliche Leistungsentgelte",3677,2012,Ertrag
5210-7401307,52,"Bauen und Wohnen",5210,5210740,"Bauordnung",06,"Kostenerstattungen und Kostenumlagen",1408,2012,Ertrag
5210-7401308,52,"Bauen und Wohnen",5210,5210740,"Bauordnung",09,"Sonstige ordentliche Erträge",8500,2012,Ertrag
5210-7401309,52,"Bauen und Wohnen",5210,5210740,"Bauordnung",10,"Personalaufwendungen",1522859,2012,Aufwendung
5210-7401310,52,"Bauen und Wohnen",5210,5210740,"Bauordnung",11,"Versorgungsaufwendungen",0,2012,Aufwendung
5210-7401311,52,"Bauen und Wohnen",5210,5210740,"Bauordnung",12,"Aufw. für Sach-/Dienstleistungen",712320,2012,Aufwendung
5210-7401312,52,"Bauen und Wohnen",5210,5210740,"Bauordnung",13,"Bilanzielle Abschreibungen",16805,2012,Aufwendung
5210-7401313,52,"Bauen und Wohnen",5210,5210740,"Bauordnung",15,"Transferaufwendungen",0,2012,Aufwendung
5210-7401314,52,"Bauen und Wohnen",5210,5210740,"Bauordnung",16,"Sonstige ordentliche Aufwendungen",68849,2012,Aufwendung
5210-7401315,52,"Bauen und Wohnen",5210,5210740,"Bauordnung",18,"interne Leistungen",340373,2012,Ertrag
5210-7401315,52,"Bauen und Wohnen",5210,5210740,"Bauordnung",19,"Kalkulatorische Kosten",3240,2012,Aufwendung
5220-7401316,52,"Bauen und Wohnen",5220,5220740,"Wohnungswesen",04,"Öffentl.-rechtl. Leistungsentgelte",2955,2012,Ertrag
5220-7401317,52,"Bauen und Wohnen",5220,5220740,"Wohnungswesen",05,"Privatrechtliche Leistungsentgelte",117,2012,Ertrag
5220-7401318,52,"Bauen und Wohnen",5220,5220740,"Wohnungswesen",06,"Kostenerstattungen und Kostenumlagen",233,2012,Ertrag
5220-7401319,52,"Bauen und Wohnen",5220,5220740,"Wohnungswesen",09,"Sonstige ordentliche Erträge",0,2012,Ertrag
5220-7401320,52,"Bauen und Wohnen",5220,5220740,"Wohnungswesen",10,"Personalaufwendungen",104569,2012,Aufwendung
5220-7401321,52,"Bauen und Wohnen",5220,5220740,"Wohnungswesen",11,"Versorgungsaufwendungen",0,2012,Aufwendung
5220-7401322,52,"Bauen und Wohnen",5220,5220740,"Wohnungswesen",12,"Aufw. für Sach-/Dienstleistungen",5956,2012,Aufwendung
5220-7401323,52,"Bauen und Wohnen",5220,5220740,"Wohnungswesen",13,"Bilanzielle Abschreibungen",251522,2012,Aufwendung
5220-7401324,52,"Bauen und Wohnen",5220,5220740,"Wohnungswesen",15,"Transferaufwendungen",0,2012,Aufwendung
5220-7401325,52,"Bauen und Wohnen",5220,5220740,"Wohnungswesen",16,"Sonstige ordentliche Aufwendungen",37790,2012,Aufwendung
5220-7401326,52,"Bauen und Wohnen",5220,5220740,"Wohnungswesen",18,"interne Leistungen",37945,2012,Ertrag
5220-7401326,52,"Bauen und Wohnen",5220,5220740,"Wohnungswesen",19,"Kalkulatorische Kosten",338999,2012,Aufwendung
5230-7101327,52,"Bauen und Wohnen",5230,5230710,"Heimatgeschichtliche Bauten",02,"Zuwendungen und allgemeine Umlagen",27400,2012,Ertrag
5230-7101328,52,"Bauen und Wohnen",5230,5230710,"Heimatgeschichtliche Bauten",05,"Privatrechtliche Leistungsentgelte",170000,2012,Ertrag
5230-7101329,52,"Bauen und Wohnen",5230,5230710,"Heimatgeschichtliche Bauten",10,"Personalaufwendungen",19000,2012,Aufwendung
5230-7101330,52,"Bauen und Wohnen",5230,5230710,"Heimatgeschichtliche Bauten",11,"Versorgungsaufwendungen",0,2012,Aufwendung
5230-7101331,52,"Bauen und Wohnen",5230,5230710,"Heimatgeschichtliche Bauten",12,"Aufw. für Sach-/Dienstleistungen",570166,2012,Aufwendung
5230-7101332,52,"Bauen und Wohnen",5230,5230710,"Heimatgeschichtliche Bauten",13,"Bilanzielle Abschreibungen",89200,2012,Aufwendung
5230-7101333,52,"Bauen und Wohnen",5230,5230710,"Heimatgeschichtliche Bauten",15,"Transferaufwendungen",106000,2012,Aufwendung
5230-7101334,52,"Bauen und Wohnen",5230,5230710,"Heimatgeschichtliche Bauten",16,"Sonstige ordentliche Aufwendungen",0,2012,Aufwendung
5230-7101335,52,"Bauen und Wohnen",5230,5230710,"Heimatgeschichtliche Bauten",18,"interne Leistungen",38829,2012,Ertrag
5230-7101335,52,"Bauen und Wohnen",5230,5230710,"Heimatgeschichtliche Bauten",19,"Kalkulatorische Kosten",172200,2012,Aufwendung
5230-7101336,52,"Bauen und Wohnen",5230,5230710,"Heimatgeschichtliche Bauten",20,"Kalk. Ergebnisvortrag aus d.Vorjahr",0,2012,Aufwendung
5230-7401337,52,"Bauen und Wohnen",5230,5230740,"Denkmalschutz und -pflege",04,"Öffentl.-rechtl. Leistungsentgelte",70100,2012,Ertrag
5230-7401338,52,"Bauen und Wohnen",5230,5230740,"Denkmalschutz und -pflege",05,"Privatrechtliche Leistungsentgelte",361,2012,Ertrag
5230-7401339,52,"Bauen und Wohnen",5230,5230740,"Denkmalschutz und -pflege",06,"Kostenerstattungen und Kostenumlagen",73,2012,Ertrag
5230-7401340,52,"Bauen und Wohnen",5230,5230740,"Denkmalschutz und -pflege",10,"Personalaufwendungen",79104,2012,Aufwendung
5230-7401341,52,"Bauen und Wohnen",5230,5230740,"Denkmalschutz und -pflege",11,"Versorgungsaufwendungen",0,2012,Aufwendung
5230-7401342,52,"Bauen und Wohnen",5230,5230740,"Denkmalschutz und -pflege",12,"Aufw. für Sach-/Dienstleistungen",381,2012,Aufwendung
5230-7401343,52,"Bauen und Wohnen",5230,5230740,"Denkmalschutz und -pflege",13,"Bilanzielle Abschreibungen",341,2012,Aufwendung
5230-7401344,52,"Bauen und Wohnen",5230,5230740,"Denkmalschutz und -pflege",16,"Sonstige ordentliche Aufwendungen",2197,2012,Aufwendung
5230-7401345,52,"Bauen und Wohnen",5230,5230740,"Denkmalschutz und -pflege",18,"interne Leistungen",12324,2012,Ertrag
5230-7401345,52,"Bauen und Wohnen",5230,5230740,"Denkmalschutz und -pflege",19,"Kalkulatorische Kosten",150,2012,Aufwendung
5340-9001346,53,"Ver- und Entsorgung",5340,5340900,"Fernwärmeversorgung",09,"Sonstige ordentliche Erträge",500000,2012,Ertrag
5350-9001347,53,"Ver- und Entsorgung",5350,5350900,"Kombin.Versorgungs-u.Verkehrsunternehmen",09,"Sonstige ordentliche Erträge",7495000,2012,Ertrag
5410-7501348,54,"Verkehrsflaechen und -anlagen, OePNV",5410,5410750,"Gemeindestraßen",02,"Zuwendungen und allgemeine Umlagen",8006897,2012,Ertrag
5410-7501349,54,"Verkehrsflaechen und -anlagen, OePNV",5410,5410750,"Gemeindestraßen",04,"Öffentl.-rechtl. Leistungsentgelte",582000,2012,Ertrag
5410-7501350,54,"Verkehrsflaechen und -anlagen, OePNV",5410,5410750,"Gemeindestraßen",05,"Privatrechtliche Leistungsentgelte",100661,2012,Ertrag
5410-7501351,54,"Verkehrsflaechen und -anlagen, OePNV",5410,5410750,"Gemeindestraßen",06,"Kostenerstattungen und Kostenumlagen",13486,2012,Ertrag
5410-7501352,54,"Verkehrsflaechen und -anlagen, OePNV",5410,5410750,"Gemeindestraßen",10,"Personalaufwendungen",2159043,2012,Aufwendung
5410-7501353,54,"Verkehrsflaechen und -anlagen, OePNV",5410,5410750,"Gemeindestraßen",11,"Versorgungsaufwendungen",0,2012,Aufwendung
5410-7501354,54,"Verkehrsflaechen und -anlagen, OePNV",5410,5410750,"Gemeindestraßen",12,"Aufw. für Sach-/Dienstleistungen",8416961,2012,Aufwendung
5410-7501355,54,"Verkehrsflaechen und -anlagen, OePNV",5410,5410750,"Gemeindestraßen",13,"Bilanzielle Abschreibungen",16013716,2012,Aufwendung
5410-7501356,54,"Verkehrsflaechen und -anlagen, OePNV",5410,5410750,"Gemeindestraßen",15,"Transferaufwendungen",900,2012,Aufwendung
5410-7501357,54,"Verkehrsflaechen und -anlagen, OePNV",5410,5410750,"Gemeindestraßen",16,"Sonstige ordentliche Aufwendungen",418491,2012,Aufwendung
5410-7501358,54,"Verkehrsflaechen und -anlagen, OePNV",5410,5410750,"Gemeindestraßen",18,"interne Leistungen",1019419,2012,Ertrag
5410-7501358,54,"Verkehrsflaechen und -anlagen, OePNV",5410,5410750,"Gemeindestraßen",19,"Kalkulatorische Kosten",7360312,2012,Aufwendung
5410-7501359,54,"Verkehrsflaechen und -anlagen, OePNV",5410,5410750,"Gemeindestraßen",20,"Kalk. Ergebnisvortrag aus d.Vorjahr",0,2012,Aufwendung
5410-7511360,54,"Verkehrsflaechen und -anlagen, OePNV",5410,5410751,"Gemeindestraßen - Erschließung",20,"Kalk. Ergebnisvortrag aus d.Vorjahr",0,2012,Aufwendung
5410-7521361,54,"Verkehrsflaechen und -anlagen, OePNV",5410,5410752,"Radwege",20,"Kalk. Ergebnisvortrag aus d.Vorjahr",0,2012,Aufwendung
5420-7501362,54,"Verkehrsflaechen und -anlagen, OePNV",5420,5420750,"Kreisstraßen",02,"Zuwendungen und allgemeine Umlagen",2061791,2012,Ertrag
5420-7501363,54,"Verkehrsflaechen und -anlagen, OePNV",5420,5420750,"Kreisstraßen",05,"Privatrechtliche Leistungsentgelte",9560,2012,Ertrag
5420-7501364,54,"Verkehrsflaechen und -anlagen, OePNV",5420,5420750,"Kreisstraßen",06,"Kostenerstattungen und Kostenumlagen",238,2012,Ertrag
5420-7501365,54,"Verkehrsflaechen und -anlagen, OePNV",5420,5420750,"Kreisstraßen",10,"Personalaufwendungen",167745,2012,Aufwendung
5420-7501366,54,"Verkehrsflaechen und -anlagen, OePNV",5420,5420750,"Kreisstraßen",12,"Aufw. für Sach-/Dienstleistungen",1376900,2012,Aufwendung
5420-7501367,54,"Verkehrsflaechen und -anlagen, OePNV",5420,5420750,"Kreisstraßen",13,"Bilanzielle Abschreibungen",3396304,2012,Aufwendung
5420-7501368,54,"Verkehrsflaechen und -anlagen, OePNV",5420,5420750,"Kreisstraßen",16,"Sonstige ordentliche Aufwendungen",74742,2012,Aufwendung
5420-7501369,54,"Verkehrsflaechen und -anlagen, OePNV",5420,5420750,"Kreisstraßen",18,"interne Leistungen",155840,2012,Ertrag
5420-7501369,54,"Verkehrsflaechen und -anlagen, OePNV",5420,5420750,"Kreisstraßen",19,"Kalkulatorische Kosten",1562242,2012,Aufwendung
5430-7501370,54,"Verkehrsflaechen und -anlagen, OePNV",5430,5430750,"Landesstraßen",02,"Zuwendungen und allgemeine Umlagen",294119,2012,Ertrag
5430-7501371,54,"Verkehrsflaechen und -anlagen, OePNV",5430,5430750,"Landesstraßen",05,"Privatrechtliche Leistungsentgelte",1423,2012,Ertrag
5430-7501372,54,"Verkehrsflaechen und -anlagen, OePNV",5430,5430750,"Landesstraßen",06,"Kostenerstattungen und Kostenumlagen",64436,2012,Ertrag
5430-7501373,54,"Verkehrsflaechen und -anlagen, OePNV",5430,5430750,"Landesstraßen",10,"Personalaufwendungen",25022,2012,Aufwendung
5430-7501374,54,"Verkehrsflaechen und -anlagen, OePNV",5430,5430750,"Landesstraßen",12,"Aufw. für Sach-/Dienstleistungen",205154,2012,Aufwendung
5430-7501375,54,"Verkehrsflaechen und -anlagen, OePNV",5430,5430750,"Landesstraßen",13,"Bilanzielle Abschreibungen",506173,2012,Aufwendung
5430-7501376,54,"Verkehrsflaechen und -anlagen, OePNV",5430,5430750,"Landesstraßen",16,"Sonstige ordentliche Aufwendungen",75123,2012,Aufwendung
5430-7501377,54,"Verkehrsflaechen und -anlagen, OePNV",5430,5430750,"Landesstraßen",18,"interne Leistungen",24138,2012,Ertrag
5430-7501377,54,"Verkehrsflaechen und -anlagen, OePNV",5430,5430750,"Landesstraßen",19,"Kalkulatorische Kosten",232823,2012,Aufwendung
5440-7501378,54,"Verkehrsflaechen und -anlagen, OePNV",5440,5440750,"Bundesstraßen",02,"Zuwendungen und allgemeine Umlagen",736831,2012,Ertrag
5440-7501379,54,"Verkehrsflaechen und -anlagen, OePNV",5440,5440750,"Bundesstraßen",05,"Privatrechtliche Leistungsentgelte",3558,2012,Ertrag
